1997-10-18,ligue-2,16,SC Toulon,AS Saint-Étienne,0,2
1997-10-18,ligue-2,16,Chamois Niortais,FC Martigues,0,0
1997-10-18,ligue-2,16,OGC Nice,AS Beauvais,2,0
1997-10-24,ligue-2,17,FC Lorient,ESTAC Troyes,3,0
1997-10-25,ligue-1,13,SC Bastia,Olympique Marseille,1,1
1997-10-25,ligue-1,13,AS Cannes,Havre AC,1,1
1997-10-25,ligue-1,13,Olympique Lyonnais,Toulouse FC,0,0
1997-10-25,ligue-1,13,FC Metz,Montpellier HSC,0,1
1997-10-25,ligue-1,13,Paris Saint-Germain,RC Lens,2,0
1997-10-25,ligue-1,13,LB Châteauroux,EA Guingamp,2,2
1997-10-25,ligue-1,13,Stade Rennais,RC Strasbourg,3,1
1997-10-25,ligue-2,17,Lille OSC,Chamois Niortais,3,0
1997-10-25,ligue-2,17,FC Gueugnon,FC Mulhouse,1,0
1997-10-25,ligue-2,17,FC Martigues,SC Toulon,2,1
1997-10-25,ligue-2,17,Le Mans FC,Stade Lavallois,0,2
1997-10-25,ligue-2,17,FC Sochaux,Amiens SC,3,1
1997-10-25,ligue-2,17,AS Beauvais,Louhans-Cuiseaux,1,0
1997-10-25,ligue-2,17,ASOA Valence,AS Nancy Lorraine,1,1
1997-10-25,ligue-2,17,Red Star FC,ES Wasquehal,1,1
1997-10-25,ligue-2,17,Nîmes Olympique,SM Caen,3,1
1997-10-26,ligue-1,13,Girondins Bordeaux,FC Nantes,1,1
1997-10-26,ligue-1,13,AS Monaco,AJ Auxerre,0,1
1997-10-26,ligue-2,17,AS Saint-Étienne,OGC Nice,3,2
1997-10-30,national,15,AC Ajaccio,Étoile FC,2,0
1997-10-30,national,15,Angers SCO,Stade Poitevin,1,2
1997-10-30,national,15,Tours FC,US Créteil-Lusitanos,0,1
1997-10-30,national,15,CS Sedan,Gazélec FC Ajaccio,2,2
1997-10-30,national,15,AS Angoulême Charente,Thouars Foot 79,0,1
1997-10-30,national,15,SAS Épinal,Paris FC,0,2
1997-10-30,national,15,US Lusitanos de Saint-Maur,US Raon l'Etape,1,0
1997-10-30,national,15,Olympique Noisy-le-Sec Banlieue 93,FC Istres,2,1
1997-10-31,ligue-1,14,FC Nantes,LB Châteauroux,3,1
1997-10-31,ligue-1,14,EA Guingamp,AS Monaco,1,2
1997-10-31,ligue-1,14,RC Lens,FC Metz,1,1
1997-10-31,ligue-1,14,Olympique Lyonnais,Paris Saint-Germain,1,0
1997-10-31,ligue-1,14,Olympique Marseille,AS Cannes,2,0
1997-10-31,ligue-1,14,Havre AC,SC Bastia,2,1
1997-10-31,ligue-1,14,RC Strasbourg,AJ Auxerre,1,1
1997-10-31,ligue-2,18,FC Mulhouse,Amiens SC,4,0
1997-10-31,ligue-2,18,Louhans-Cuiseaux,AS Saint-Étienne,0,0
1997-10-31,ligue-2,18,Stade Lavallois,Nîmes Olympique,2,1
1997-10-31,ligue-2,18,SM Caen,Red Star FC,1,1
1997-10-31,ligue-2,18,AS Nancy Lorraine,FC Gueugnon,3,0
1997-10-31,ligue-2,18,ES Wasquehal,FC Lorient,1,2
1997-10-31,ligue-2,18,AS Beauvais,FC Sochaux,1,1
1997-10-31,ligue-2,18,ESTAC Troyes,ASOA Valence,2,2
1997-10-31,ligue-2,18,SC Toulon,Lille OSC,1,0
1997-10-31,ligue-2,18,Chamois Niortais,Le Mans FC,3,0
1997-10-31,ligue-2,18,OGC Nice,FC Martigues,1,1
1997-11-02,ligue-1,14,Montpellier HSC,Stade Rennais,2,0
1997-11-02,ligue-1,14,Toulouse FC,Girondins Bordeaux,2,2
1997-11-04,ligue-2,15,AS Saint-Étienne,Chamois Niortais,4,2
1997-11-07,ligue-2,19,Red Star FC,Stade Lavallois,1,0
1997-11-08,ligue-1,15,Girondins Bordeaux,Olympique Lyonnais,0,0
1997-11-08,ligue-1,15,AS Cannes,Montpellier HSC,1,0
1997-11-08,ligue-1,15,AJ Auxerre,Havre AC,0,0
1997-11-08,ligue-1,15,FC Metz,EA Guingamp,2,1
1997-11-08,ligue-1,15,LB Châteauroux,Toulouse FC,2,1
1997-11-08,ligue-1,15,Stade Rennais,RC Lens,2,3
1997-11-08,ligue-1,15,SC Bastia,RC Strasbourg,2,0
1997-11-08,ligue-2,19,FC Lorient,SM Caen,3,0
1997-11-08,ligue-2,19,FC Gueugnon,ESTAC Troyes,0,1
1997-11-08,ligue-2,19,FC Martigues,Louhans-Cuiseaux,3,1
1997-11-08,ligue-2,19,Le Mans FC,SC Toulon,5,0
1997-11-08,ligue-2,19,FC Sochaux,FC Mulhouse,3,0
1997-11-08,ligue-2,19,Amiens SC,AS Nancy Lorraine,1,1
1997-11-08,ligue-2,19,ASOA Valence,ES Wasquehal,2,1
1997-11-08,ligue-2,19,AS Saint-Étienne,AS Beauvais,1,1
1997-11-08,ligue-2,19,Nîmes Olympique,Chamois Niortais,1,1
1997-11-09,ligue-1,15,AS Monaco,FC Nantes,3,2
1997-11-09,ligue-1,15,Paris Saint-Germain,Olympique Marseille,1,2
1997-11-09,ligue-2,19,Lille OSC,OGC Nice,2,0
1997-11-12,ligue-2,11,OGC Nice,Stade Lavallois,1,0
1997-11-13,national,16,FC Istres,Tours FC,1,0
1997-11-13,national,16,Gazélec FC Ajaccio,Saint-Denis Saint-Leu FC,1,0
1997-11-13,national,16,US Créteil-Lusitanos,RC France 92,0,1
1997-11-13,national,16,US Raon l'Etape,Angers SCO,1,0
1997-11-13,national,16,Olympique Noisy-le-Sec Banlieue 93,US Lusitanos de Saint-Maur,0,2
1997-11-13,national,16,Thouars Foot 79,AC Ajaccio,0,4
1997-11-13,national,16,Stade Poitevin,SAS Épinal,4,1
1997-11-13,national,16,Étoile FC,AS Angoulême Charente,2,0
1997-11-14,ligue-1,16,Olympique Lyonnais,LB Châteauroux,2,1
1997-11-14,ligue-2,20,ESTAC Troyes,Amiens SC,2,1
1997-11-14,ligue-2,20,SC Toulon,Nîmes Olympique,0,1
1997-11-14,ligue-2,20,ES Wasquehal,FC Gueugnon,1,0
1997-11-14,ligue-2,20,Chamois Niortais,Red Star FC,2,0
1997-11-14,ligue-2,20,SM Caen,ASOA Valence,1,1
1997-11-14,ligue-2,20,AS Nancy Lorraine,FC Mulhouse,2,1
1997-11-14,ligue-2,20,AS Beauvais,FC Martigues,0,0
1997-11-14,ligue-2,20,Louhans-Cuiseaux,Lille OSC,2,2
1997-11-15,ligue-1,16,FC Nantes,FC Metz,1,1
1997-11-15,ligue-1,16,Girondins Bordeaux,Paris Saint-Germain,0,0
1997-11-15,ligue-1,16,Olympique Marseille,AJ Auxerre,4,0
1997-11-15,ligue-1,16,Montpellier HSC,SC Bastia,1,1
1997-11-15,ligue-1,16,Toulouse FC,AS Monaco,1,3
1997-11-15,ligue-1,16,RC Lens,AS Cannes,5,4
1997-11-15,ligue-2,20,AS Saint-Étienne,FC Sochaux,3,2
1997-11-15,ligue-2,20,OGC Nice,Le Mans FC,0,2
1997-11-15,ligue-2,20,Stade Lavallois,FC Lorient,0,1
1997-11-16,ligue-1,16,Havre AC,RC Strasbourg,1,1
1997-11-16,ligue-1,16,EA Guingamp,Stade Rennais,1,0
1997-11-17,national,17,AC Ajaccio,US Créteil-Lusitanos,1,0
1997-11-17,national,17,Tours FC,Thouars Foot 79,1,0
1997-11-17,national,17,CS Sedan,Olympique Noisy-le-Sec Banlieue 93,3,0
1997-11-17,national,17,Paris FC,Étoile FC,1,1
1997-11-17,national,17,SAS Épinal,US Raon l'Etape,0,0
1997-11-17,national,17,US Lusitanos de Saint-Maur,Gazélec FC Ajaccio,2,1
1997-11-17,national,17,Saint-Denis Saint-Leu FC,FC Istres,0,0
1997-11-18,ligue-2,21,FC Lorient,Chamois Niortais,2,0
1997-11-18,ligue-2,21,Lille OSC,AS Beauvais,3,0
1997-11-18,ligue-2,21,Le Mans FC,AS Nancy Lorraine,1,0
1997-11-18,ligue-2,21,FC Gueugnon,SM Caen,2,1
1997-11-18,ligue-2,21,FC Martigues,AS Saint-Étienne,1,0
1997-11-18,ligue-2,21,ASOA Valence,Stade Lavallois,2,0
1997-11-18,ligue-2,21,Amiens SC,ES Wasquehal,1,0
1997-11-18,ligue-2,21,FC Sochaux,OGC Nice,1,1
1997-11-18,ligue-2,21,Red Star FC,SC Toulon,3,1
1997-11-18,ligue-2,21,Nîmes Olympique,Louhans-Cuiseaux,0,0
1997-11-18,ligue-2,21,FC Mulhouse,ESTAC Troyes,0,0
1997-11-20,ligue-1,17,AJ Auxerre,Montpellier HSC,3,1
1997-11-20,ligue-1,17,RC Strasbourg,Olympique Marseille,2,0
1997-11-20,ligue-1,17,AS Monaco,Paris Saint-Germain,3,0
1997-11-21,ligue-1,17,SC Bastia,RC Lens,1,0
1997-11-21,ligue-1,17,AS Cannes,Olympique Lyonnais,1,0
1997-11-21,ligue-1,17,FC Metz,Toulouse FC,2,1
1997-11-21,ligue-1,17,Havre AC,EA Guingamp,0,0
1997-11-21,ligue-1,17,LB Châteauroux,Girondins Bordeaux,1,0
1997-11-21,ligue-1,17,Stade Rennais,FC Nantes,3,0
1997-11-21,national,18,FC Istres,US Lusitanos de Saint-Maur,1,0
1997-11-21,national,18,CS Sedan,Tours FC,2,0
1997-11-21,national,18,US Créteil-Lusitanos,AS Angoulême Charente,6,2
1997-11-21,national,18,US Raon l'Etape,RC France 92,0,1
1997-11-21,national,18,Thouars Foot 79,Paris FC,3,0
1997-11-21,national,18,Stade Poitevin,AC Ajaccio,3,3
1997-11-22,ligue-2,22,FC Martigues,Lille OSC,1,1
1997-11-22,ligue-2,22,Louhans-Cuiseaux,Red Star FC,2,0
1997-11-22,ligue-2,22,Stade Lavallois,Amiens SC,3,0
1997-11-22,ligue-2,22,SM Caen,FC Mulhouse,2,1
1997-11-22,ligue-2,22,OGC Nice,FC Lorient,1,1
1997-11-22,ligue-2,22,ES Wasquehal,AS Nancy Lorraine,3,1
1997-11-22,ligue-2,22,AS Beauvais,Le Mans FC,1,2
1997-11-22,ligue-2,22,SC Toulon,ESTAC Troyes,2,1
1997-11-22,ligue-2,22,FC Sochaux,ASOA Valence,1,0
1997-11-22,ligue-2,22,AS Saint-Étienne,Nîmes Olympique,1,1
1997-11-22,ligue-2,22,Chamois Niortais,FC Gueugnon,1,0
1997-11-28,national,17,RC France 92,Stade Poitevin,0,0
1997-11-29,ligue-1,18,FC Nantes,Olympique Marseille,1,0
1997-11-29,ligue-1,18,EA Guingamp,SC Bastia,0,0
1997-11-29,ligue-1,18,RC Lens,RC Strasbourg,3,2
1997-11-29,ligue-1,18,Olympique Lyonnais,Stade Rennais,3,1
1997-11-29,ligue-1,18,Montpellier HSC,Havre AC,1,1
1997-11-29,ligue-1,18,LB Châteauroux,AS Monaco,0,2
1997-11-29,ligue-1,18,Toulouse FC,AS Cannes,1,0
1997-11-30,ligue-1,18,Paris Saint-Germain,AJ Auxerre,1,0
1997-11-30,ligue-1,18,Girondins Bordeaux,FC Metz,2,2
1997-12-02,ligue-2,23,Lille OSC,FC Sochaux,0,0
1997-12-03,ligue-2,23,Nîmes Olympique,FC Martigues,0,2
1997-12-03,ligue-2,23,FC Lorient,Louhans-Cuiseaux,2,1
1997-12-03,ligue-2,23,Le Mans FC,AS Saint-Étienne,3,0
1997-12-03,ligue-2,23,Red Star FC,AS Beauvais,1,1
1997-12-03,ligue-2,23,Amiens SC,Chamois Niortais,1,0
1997-12-03,ligue-2,23,ASOA Valence,OGC Nice,1,1
1997-12-03,ligue-2,23,FC Gueugnon,SC Toulon,1,0
1997-12-04,ligue-1,19,AJ Auxerre,FC Nantes,3,1
1997-12-05,ligue-1,19,AS Monaco,Olympique Lyonnais,2,1
1997-12-05,ligue-1,19,AS Cannes,Paris Saint-Germain,0,1
1997-12-05,ligue-1,19,FC Metz,LB Châteauroux,2,0
1997-12-05,national,19,AC Ajaccio,US Raon l'Etape,1,0
1997-12-05,national,19,Angers SCO,FC Istres,1,1
1997-12-05,national,19,Tours FC,Olympique Noisy-le-Sec Banlieue 93,0,0
1997-12-05,national,19,Paris FC,US Créteil-Lusitanos,0,1
1997-12-05,national,19,AS Angoulême Charente,Stade Poitevin,0,0
1997-12-05,national,19,SAS Épinal,Gazélec FC Ajaccio,0,0
1997-12-05,national,19,US Lusitanos de Saint-Maur,Étoile FC,1,0
1997-12-05,national,19,Saint-Denis Saint-Leu FC,CS Sedan,0,2
1997-12-06,ligue-1,19,Havre AC,RC Lens,0,1
1997-12-06,ligue-1,19,RC Strasbourg,EA Guingamp,0,1
1997-12-06,ligue-1,19,Stade Rennais,Girondins Bordeaux,0,0
1997-12-06,ligue-2,24,Louhans-Cuiseaux,Amiens SC,0,1
1997-12-06,ligue-2,24,Lille OSC,Nîmes Olympique,2,1
1997-12-06,ligue-2,24,Stade Lavallois,AS Nancy Lorraine,0,0
1997-12-06,ligue-2,24,SM Caen,ESTAC Troyes,2,0
1997-12-06,ligue-2,24,FC Martigues,Le Mans FC,0,0
1997-12-06,ligue-2,24,SC Toulon,ASOA Valence,0,0
1997-12-06,ligue-2,24,AS Beauvais,ES Wasquehal,0,0
1997-12-06,ligue-2,24,FC Sochaux,FC Lorient,0,1
1997-12-06,ligue-2,24,AS Saint-Étienne,Red Star FC,1,0
1997-12-06,ligue-2,24,Chamois Niortais,FC Mulhouse,1,0
1997-12-06,ligue-2,24,OGC Nice,FC Gueugnon,2,0
1997-12-07,ligue-1,19,SC Bastia,Toulouse FC,0,0
1997-12-07,ligue-1,19,Olympique Marseille,Montpellier HSC,0,0
1997-12-09,ligue-2,23,FC Mulhouse,Stade Lavallois,0,1
1997-12-10,ligue-2,23,ESTAC Troyes,ES Wasquehal,1,0
1997-12-10,ligue-2,23,AS Nancy Lorraine,SM Caen,3,0
1997-12-12,ligue-2,25,FC Mulhouse,SC Toulon,4,0
1997-12-12,ligue-2,25,Le Mans FC,Lille OSC,1,1
1997-12-12,national,20,FC Istres,AC Ajaccio,2,4
1997-12-12,national,20,Tours FC,RC France 92,1,0
1997-12-12,national,20,Gazélec FC Ajaccio,Paris FC,3,1
1997-12-12,national,20,CS Sedan,Angers SCO,2,0
1997-12-12,national,20,US Créteil-Lusitanos,Étoile FC,1,0
1997-12-12,national,20,Stade Poitevin,Thouars Foot 79,2,1
1997-12-12,national,20,Saint-Denis Saint-Leu FC,US Lusitanos de Saint-Maur,1,0
1997-12-13,ligue-1,20,RC Lens,Olympique Marseille,0,1
1997-12-13,ligue-1,20,FC Nantes,RC Strasbourg,2,1
1997-12-13,ligue-1,20,Girondins Bordeaux,AS Cannes,0,1
1997-12-13,ligue-1,20,EA Guingamp,AJ Auxerre,1,1
1997-12-13,ligue-1,20,Olympique Lyonnais,Havre AC,0,1
1997-12-13,ligue-1,20,Toulouse FC,Montpellier HSC,1,1
1997-12-13,ligue-1,20,LB Châteauroux,SC Bastia,1,1
1997-12-13,ligue-2,25,FC Lorient,AS Saint-Étienne,4,0
1997-12-13,ligue-2,25,FC Gueugnon,Louhans-Cuiseaux,1,0
1997-12-13,ligue-2,25,AS Nancy Lorraine,Chamois Niortais,1,1
1997-12-13,ligue-2,25,ES Wasquehal,SM Caen,5,2
1997-12-13,ligue-2,25,Amiens SC,OGC Nice,2,2
1997-12-13,ligue-2,25,ASOA Valence,AS Beauvais,1,3
1997-12-13,ligue-2,25,ESTAC Troyes,Stade Lavallois,0,1
1997-12-13,ligue-2,25,Red Star FC,FC Martigues,2,1
1997-12-13,ligue-2,25,Nîmes Olympique,FC Sochaux,2,1
1997-12-14,ligue-1,20,AS Monaco,Stade Rennais,1,0
1997-12-14,ligue-1,20,Paris Saint-Germain,FC Metz,1,1
1997-12-19,ligue-1,21,SC Bastia,Olympique Lyonnais,0,1
1997-12-19,ligue-1,21,AJ Auxerre,Girondins Bordeaux,4,2
1997-12-19,ligue-1,21,FC Metz,AS Monaco,3,0
1997-12-19,ligue-1,21,Havre AC,FC Nantes,1,0
1997-12-19,ligue-1,21,Montpellier HSC,RC Lens,1,2
1997-12-19,ligue-1,21,RC Strasbourg,Toulouse FC,2,0
1997-12-19,ligue-1,21,Stade Rennais,Paris Saint-Germain,1,2
1997-12-19,ligue-1,21,AS Cannes,LB Châteauroux,2,2
1998-01-09,ligue-2,26,FC Martigues,FC Lorient,0,1
1998-01-09,national,21,AC Ajaccio,Gazélec FC Ajaccio,3,0
1998-01-09,national,21,Angers SCO,Saint-Denis Saint-Leu FC,0,0
1998-01-09,national,21,RC France 92,FC Istres,2,3
1998-01-09,national,21,Paris FC,US Raon l'Etape,2,0
1998-01-09,national,21,AS Angoulême Charente,Olympique Noisy-le-Sec Banlieue 93,0,1
1998-01-09,national,21,US Lusitanos de Saint-Maur,Tours FC,1,0
1998-01-09,national,21,Thouars Foot 79,US Créteil-Lusitanos,2,3
1998-01-09,national,21,Étoile FC,Stade Poitevin,0,2
1998-01-10,ligue-1,22,Girondins Bordeaux,SC Bastia,2,0
1998-01-10,ligue-1,22,AS Monaco,AS Cannes,0,1
1998-01-10,ligue-1,22,EA Guingamp,Montpellier HSC,1,2
1998-01-10,ligue-1,22,Olympique Lyonnais,Olympique Marseille,2,1
1998-01-10,ligue-1,22,FC Metz,Stade Rennais,1,0
1998-01-10,ligue-1,22,LB Châteauroux,AJ Auxerre,3,2
1998-01-10,ligue-1,22,Toulouse FC,Havre AC,1,0
1998-01-10,ligue-2,26,Louhans-Cuiseaux,ASOA Valence,2,0
1998-01-10,ligue-2,26,Lille OSC,Red Star FC,4,1
1998-01-10,ligue-2,26,Stade Lavallois,ES Wasquehal,2,2
1998-01-10,ligue-2,26,AS Beauvais,FC Gueugnon,3,2
1998-01-10,ligue-2,26,OGC Nice,FC Mulhouse,0,0
1998-01-10,ligue-2,26,SC Toulon,AS Nancy Lorraine,0,0
1998-01-10,ligue-2,26,FC Sochaux,SM Caen,2,0
1998-01-10,ligue-2,26,AS Saint-Étienne,Amiens SC,2,1
1998-01-10,ligue-2,26,Chamois Niortais,ESTAC Troyes,2,0
1998-01-10,ligue-2,26,Nîmes Olympique,Le Mans FC,1,1
1998-01-11,ligue-1,22,FC Nantes,RC Lens,1,0
1998-01-11,ligue-1,22,Paris Saint-Germain,RC Strasbourg,2,1
1998-01-14,ligue-1,21,Olympique Marseille,EA Guingamp,3,0
1998-01-16,national,18,Gazélec FC Ajaccio,Angers SCO,3,0
1998-01-20,ligue-1,23,AS Cannes,FC Metz,1,1
1998-01-20,ligue-1,23,Olympique Marseille,AS Monaco,1,1
1998-01-20,national,20,Olympique Noisy-le-Sec Banlieue 93,SAS Épinal,2,1
1998-01-21,ligue-1,23,SC Bastia,Paris Saint-Germain,2,0
1998-01-21,ligue-1,23,RC Lens,EA Guingamp,1,0
1998-01-21,ligue-1,23,AJ Auxerre,Toulouse FC,3,1
1998-01-21,ligue-1,23,Havre AC,Girondins Bordeaux,0,0
1998-01-21,ligue-1,23,Montpellier HSC,FC Nantes,2,0
1998-01-21,ligue-1,23,RC Strasbourg,Olympique Lyonnais,1,2
1998-01-21,ligue-1,23,Stade Rennais,LB Châteauroux,3,0
1998-01-21,ligue-2,27,FC Lorient,AS Beauvais,2,0
1998-01-21,ligue-2,27,Le Mans FC,FC Sochaux,0,0
1998-01-21,ligue-2,27,FC Gueugnon,Lille OSC,4,0
1998-01-21,ligue-2,27,SM Caen,Stade Lavallois,2,0
1998-01-21,ligue-2,27,FC Mulhouse,Louhans-Cuiseaux,3,3
1998-01-21,ligue-2,27,ES Wasquehal,Chamois Niortais,2,1
1998-01-21,ligue-2,27,Amiens SC,SC Toulon,1,2
1998-01-21,ligue-2,27,ASOA Valence,FC Martigues,0,0
1998-01-21,ligue-2,27,ESTAC Troyes,AS Saint-Étienne,1,2
1998-01-21,ligue-2,27,Red Star FC,Nîmes Olympique,2,3
1998-01-21,ligue-2,27,AS Nancy Lorraine,OGC Nice,2,1
1998-01-23,national,22,FC Istres,US Créteil-Lusitanos,0,0
1998-01-23,national,22,Tours FC,Paris FC,0,1
1998-01-23,national,22,Gazélec FC Ajaccio,AS Angoulême Charente,2,1
1998-01-23,national,22,CS Sedan,RC France 92,2,2
1998-01-23,national,22,US Raon l'Etape,Thouars Foot 79,1,0
1998-01-23,national,22,US Lusitanos de Saint-Maur,Angers SCO,1,1
1998-01-23,national,22,Olympique Noisy-le-Sec Banlieue 93,AC Ajaccio,0,1
1998-01-23,national,22,Saint-Denis Saint-Leu FC,SAS Épinal,1,2
1998-01-24,ligue-1,24,FC Nantes,EA Guingamp,2,0
1998-01-24,ligue-1,24,Girondins Bordeaux,RC Strasbourg,4,4
1998-01-24,ligue-1,24,AS Monaco,Montpellier HSC,4,0
1998-01-24,ligue-1,24,Olympique Lyonnais,AJ Auxerre,1,0
1998-01-24,ligue-1,24,FC Metz,SC Bastia,0,1
1998-01-24,ligue-1,24,Paris Saint-Germain,Havre AC,0,2
1998-01-24,ligue-1,24,LB Châteauroux,Olympique Marseille,0,3
1998-01-24,ligue-1,24,Toulouse FC,RC Lens,1,2
1998-01-24,ligue-1,24,Stade Rennais,AS Cannes,2,0
1998-01-24,ligue-2,28,FC Martigues,FC Gueugnon,2,0
1998-01-24,ligue-2,28,Louhans-Cuiseaux,AS Nancy Lorraine,1,1
1998-01-24,ligue-2,28,Lille OSC,FC Lorient,1,0
1998-01-24,ligue-2,28,Le Mans FC,Red Star FC,6,3
1998-01-24,ligue-2,28,OGC Nice,ESTAC Troyes,0,0
1998-01-24,ligue-2,28,SC Toulon,ES Wasquehal,1,0
1998-01-24,ligue-2,28,AS Beauvais,FC Mulhouse,1,1
1998-01-24,ligue-2,28,FC Sochaux,Stade Lavallois,1,1
1998-01-24,ligue-2,28,Chamois Niortais,SM Caen,0,0
1998-01-24,ligue-2,28,Nîmes Olympique,Amiens SC,0,0
1998-01-27,ligue-2,28,AS Saint-Étienne,ASOA Valence,0,0
1998-01-29,national,23,AC Ajaccio,CS Sedan,2,1
1998-01-29,national,23,Angers SCO,Tours FC,0,0
1998-01-29,national,23,RC France 92,Olympique Noisy-le-Sec Banlieue 93,0,2
1998-01-29,national,23,Paris FC,FC Istres,0,2
1998-01-29,national,23,AS Angoulême Charente,Saint-Denis Saint-Leu FC,0,2
1998-01-29,national,23,SAS Épinal,US Lusitanos de Saint-Maur,2,0
1998-01-29,national,23,Étoile FC,US Raon l'Etape,2,1
1998-02-03,ligue-1,25,SC Bastia,Stade Rennais,0,0
1998-02-03,ligue-1,25,RC Strasbourg,AS Monaco,0,0
1998-02-04,ligue-1,25,EA Guingamp,Toulouse FC,2,0
1998-02-04,ligue-1,25,RC Lens,Olympique Lyonnais,3,0
1998-02-04,ligue-1,25,AJ Auxerre,FC Metz,0,0
1998-02-04,ligue-1,25,Olympique Marseille,Girondins Bordeaux,1,0
1998-02-04,ligue-1,25,Montpellier HSC,Paris Saint-Germain,2,1
1998-02-04,ligue-2,29,FC Lorient,Le Mans FC,1,1
1998-02-04,ligue-2,29,Stade Lavallois,Chamois Niortais,0,0
1998-02-04,ligue-2,29,SM Caen,SC Toulon,1,1
1998-02-04,ligue-2,29,FC Mulhouse,Lille OSC,1,3
1998-02-04,ligue-2,29,ES Wasquehal,OGC Nice,2,1
1998-02-04,ligue-2,29,Amiens SC,FC Martigues,2,1
1998-02-04,ligue-2,29,ASOA Valence,Nîmes Olympique,0,1
1998-02-04,ligue-2,29,ESTAC Troyes,Louhans-Cuiseaux,0,1
1998-02-04,ligue-2,29,Red Star FC,FC Sochaux,2,0
1998-02-04,ligue-2,29,AS Nancy Lorraine,AS Beauvais,0,1
1998-02-05,ligue-1,25,AS Cannes,FC Nantes,2,3
1998-02-05,ligue-1,25,Havre AC,LB Châteauroux,5,0
1998-02-06,national,18,Olympique Noisy-le-Sec Banlieue 93,Saint-Denis Saint-Leu FC,3,0
1998-02-06,national,23,US Créteil-Lusitanos,Stade Poitevin,1,2
1998-02-10,ligue-2,30,AS Saint-Étienne,AS Nancy Lorraine,0,2
1998-02-11,ligue-2,30,Louhans-Cuiseaux,ES Wasquehal,5,0
1998-02-11,ligue-2,30,Lille OSC,Amiens SC,0,1
1998-02-11,ligue-2,30,Le Mans FC,ASOA Valence,1,1
1998-02-11,ligue-2,30,AS Beauvais,ESTAC Troyes,0,1
1998-02-11,ligue-2,30,FC Martigues,FC Mulhouse,1,1
1998-02-11,ligue-2,30,SC Toulon,Stade Lavallois,1,1
1998-02-11,ligue-2,30,FC Sochaux,Chamois Niortais,1,1
1998-02-11,ligue-2,30,Red Star FC,FC Lorient,3,2
1998-02-11,ligue-2,30,Nîmes Olympique,FC Gueugnon,1,0
1998-02-11,ligue-2,30,OGC Nice,SM Caen,0,1
1998-02-12,ligue-1,26,LB Châteauroux,RC Lens,2,1
1998-02-12,ligue-1,26,Stade Rennais,AJ Auxerre,1,1
1998-02-13,ligue-1,26,Girondins Bordeaux,Montpellier HSC,3,1
1998-02-13,ligue-1,26,AS Monaco,Havre AC,2,0
1998-02-13,ligue-1,26,AS Cannes,SC Bastia,1,1
1998-02-13,ligue-1,26,Olympique Lyonnais,EA Guingamp,1,0
1998-02-13,ligue-1,26,FC Metz,RC Strasbourg,1,0
1998-02-13,ligue-1,26,Paris Saint-Germain,FC Nantes,0,1
1998-02-13,ligue-1,26,Toulouse FC,Olympique Marseille,0,4
1998-02-13,national,24,Angers SCO,SAS Épinal,1,1
1998-02-13,national,24,Tours FC,Stade Poitevin,3,0
1998-02-13,national,24,Gazélec FC Ajaccio,Étoile FC,3,0
1998-02-13,national,24,CS Sedan,AS Angoulême Charente,2,0
1998-02-13,national,24,US Raon l'Etape,US Créteil-Lusitanos,0,1
1998-02-13,national,24,US Lusitanos de Saint-Maur,RC France 92,2,2
1998-02-13,national,24,Olympique Noisy-le-Sec Banlieue 93,Thouars Foot 79,3,2
1998-02-13,national,24,Saint-Denis Saint-Leu FC,AC Ajaccio,0,1
1998-02-14,ligue-2,31,FC Lorient,Nîmes Olympique,4,0
1998-02-14,ligue-2,31,Stade Lavallois,OGC Nice,1,1
1998-02-14,ligue-2,31,FC Gueugnon,Le Mans FC,1,1
1998-02-14,ligue-2,31,SM Caen,Louhans-Cuiseaux,5,0
1998-02-14,ligue-2,31,FC Mulhouse,AS Saint-Étienne,1,2
1998-02-14,ligue-2,31,ES Wasquehal,FC Sochaux,1,1
1998-02-14,ligue-2,31,Amiens SC,AS Beauvais,2,1
1998-02-14,ligue-2,31,ASOA Valence,Red Star FC,0,0
1998-02-14,ligue-2,31,ESTAC Troyes,FC Martigues,3,0
1998-02-14,ligue-2,31,Chamois Niortais,SC Toulon,3,0
1998-02-14,ligue-2,31,AS Nancy Lorraine,Lille OSC,1,1
1998-02-20,ligue-1,27,SC Bastia,AS Monaco,1,0
1998-02-20,ligue-1,27,RC Strasbourg,LB Châteauroux,2,0
1998-02-20,ligue-2,32,Le Mans FC,Amiens SC,4,2
1998-02-20,ligue-2,32,Lille OSC,ESTAC Troyes,0,2
1998-02-20,national,25,AC Ajaccio,US Lusitanos de Saint-Maur,2,0
1998-02-20,national,25,RC France 92,Saint-Denis Saint-Leu FC,1,1
1998-02-20,national,25,Paris FC,CS Sedan,1,1
1998-02-20,national,25,AS Angoulême Charente,Angers SCO,1,0
1998-02-20,national,25,SAS Épinal,Tours FC,1,3
1998-02-20,national,25,Thouars Foot 79,Gazélec FC Ajaccio,0,0
1998-02-20,national,25,Stade Poitevin,US Raon l'Etape,4,2
1998-02-20,national,25,Étoile FC,FC Istres,3,3
1998-02-21,ligue-1,27,FC Nantes,Toulouse FC,0,1
1998-02-21,ligue-1,27,EA Guingamp,Paris Saint-Germain,0,0
1998-02-21,ligue-1,27,AJ Auxerre,AS Cannes,1,1
1998-02-21,ligue-1,27,Olympique Marseille,Stade Rennais,0,1
